Order ID,Order Creation Date,Release Time,Order Status,Product Price,Seller Voucher,Shopee Discount,Shopee Coins Redeemed,Shipping Fee Paid by Buyer,Shipping Fee Rebate From Shopee,Shipping Fee Borne by Seller,Actual Shipping Fee,Reverse Shipping Fee,Commission Fee,Transaction Fee,Service Fee,AMS Commission Fee,Lost Compensation,Product Service Tax (GST),Shipping Fee Service Tax (GST),Withholding Tax,Refund Amount,Final Amount
2506337537,2026-01-06,2026-01-18,Completed,129.00,0.00,0.00,-2.58,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,0.00,-1.02,0.00,0.00,0.00,112.67
2506777703,2026-01-06,2026-01-18,Completed,48.00,0.00,-2.40,0.00,2.50,1.00,-3.00,-2.87,0.00,-2.51,-1.09,-0.96,-4.80,0.00,-0.36,-0.27,0.00,0.00,33.24
2507564498,2026-01-07,2026-01-19,Completed,12.90,0.00,-0.64,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.67,-0.29,-0.26,0.00,0.00,-0.10,-0.43,0.00,0.00,6.81
2507158828,2026-01-07,2026-01-19,Completed,48.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-2.64,-1.09,-1.01,0.00,0.00,-0.38,-0.27,0.00,0.00,40.24
2508836999,2026-01-08,2026-01-20,Completed,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.97,-0.81,-0.75,-3.59,0.00,-0.28,0.00,-0.36,0.00,28.14
2508454338,2026-01-08,2026-01-20,Completed,89.00,-4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.65,-2.02,-1.78,0.00,0.00,-0.68,0.00,0.00,0.00,75.42
2509954200,2026-01-09,2026-01-21,Completed,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.44,-1.42,-1.31,0.00,0.00,-0.49,0.00,0.00,0.00,55.84
2509450585,2026-01-09,2026-01-21,Completed,210.00,-21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.39,-4.77,-3.97,0.00,0.00,-1.53,0.00,0.00,0.00,168.34
2510120316,2026-01-10,2026-01-22,Completed,35.90,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.97,-0.81,-0.75,0.00,0.00,-0.28,-0.27,0.00,0.00,29.45
2510900515,2026-01-10,2026-01-22,Cancelled,62.50,0.00,-3.12,0.00,0.00,0.00,0.00,0.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.50,-5.62
2511418634,2026-01-11,2026-01-23,Completed,62.50,0.00,-3.12,0.00,3.90,1.56,-4.68,-4.48,0.00,-3.27,-1.42,-1.25,0.00,0.00,-0.48,-0.43,-0.62,0.00,48.21
2511564942,2026-01-11,2026-01-23,Completed,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,0.00,-1.02,0.00,-1.29,0.00,113.96
2512795017,2026-01-12,2026-01-24,Completed,62.50,0.00,-3.12,-1.25,0.00,0.00,0.00,0.00,0.00,-3.27,-1.42,-1.25,0.00,0.00,-0.48,0.00,0.00,0.00,51.71
2512477778,2026-01-12,2026-01-24,Completed,12.90,-0.64,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-0.67,-0.29,-0.26,0.00,0.00,-0.10,-0.27,0.00,0.00,8.30
2513878643,2026-01-13,2026-01-25,Completed,35.90,-1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.88,-0.81,-0.72,0.00,0.00,-0.27,0.00,0.00,0.00,30.43
2513225620,2026-01-13,2026-01-25,Completed,19.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.07,-0.44,-0.41,-1.95,0.00,-0.15,0.00,0.00,0.00,15.48
2514636852,2026-01-14,2026-01-26,Completed,62.50,-6.25,0.00,-1.25,0.00,0.00,0.00,0.00,0.00,-3.09,-1.42,-1.18,0.00,31.25,-0.46,0.00,0.00,0.00,80.10
2514911541,2026-01-14,2026-01-26,Completed,48.00,-4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.38,-1.09,-0.91,0.00,0.00,-0.35,0.00,0.00,0.00,38.47
2515280263,2026-01-15,2026-01-27,Cancelled,129.00,-12.90,-6.45,-2.58,3.90,1.56,-4.68,-4.48,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,0.00,-129.00,-28.56
2515125083,2026-01-15,2026-01-27,Completed,129.00,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-7.09,-2.93,-2.71,0.00,0.00,-1.02,-0.43,0.00,0.00,111.12
2516129243,2026-01-16,2026-01-28,Completed,210.00,-21.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-10.39,-4.77,-3.97,-21.00,0.00,-1.53,-0.27,0.00,0.00,144.70
2516630016,2026-01-16,2026-01-28,Completed,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.97,-0.81,-0.75,-3.59,0.00,-0.28,0.00,0.00,0.00,28.50
2517614955,2026-01-17,2026-01-29,Completed,62.50,0.00,0.00,-1.25,3.90,1.56,-4.68,-4.48,0.00,-3.44,-1.42,-1.31,0.00,0.00,-0.49,-0.43,-0.62,0.00,49.84
2517388287,2026-01-17,2026-01-29,Completed,62.50,0.00,-3.12,-1.25,5.00,2.00,-6.00,-5.75,0.00,-3.27,-1.42,-1.25,0.00,0.00,-0.48,-0.55,0.00,0.00,46.41
2518874664,2026-01-18,2026-01-30,Completed,89.00,-8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.41,-2.02,-1.68,0.00,0.00,-0.65,0.00,0.00,0.00,71.34
2518471393,2026-01-18,2026-01-30,Completed,129.00,-12.90,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-6.39,-2.93,-2.44,0.00,0.00,-0.94,-0.43,0.00,0.00,99.27
2519152660,2026-01-19,2026-01-31,Completed,210.00,-21.00,0.00,-4.20,2.50,1.00,-3.00,-2.87,0.00,-10.39,-4.77,-3.97,0.00,0.00,-1.53,-0.27,0.00,0.00,161.50
2519741069,2026-01-19,2026-01-31,Completed,210.00,-10.50,0.00,-4.20,3.90,1.56,-4.68,-4.48,0.00,-10.97,-4.77,-4.19,0.00,0.00,-1.59,-0.43,0.00,0.00,169.65
2520769314,2026-01-20,2026-01-31,Completed,62.50,0.00,0.00,0.00,5.00,2.00,-6.00,-5.75,0.00,-3.44,-1.42,-1.31,0.00,0.00,-0.49,-0.55,0.00,0.00,50.54
2520872210,2026-01-20,2026-01-31,Completed,210.00,-21.00,0.00,-4.20,0.00,0.00,0.00,0.00,0.00,-10.39,-4.77,-3.97,0.00,0.00,-1.53,0.00,0.00,0.00,164.14
2521295461,2026-01-21,2026-01-31,Completed,48.00,-4.80,-2.40,0.00,3.90,1.56,-4.68,-4.48,0.00,-2.24,-1.09,-0.86,0.00,0.00,-0.34,-0.43,0.00,0.00,32.14
2521311639,2026-01-21,2026-01-31,Cancelled,24.00,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,0.00,-24.00,-6.63
2522425165,2026-01-22,2026-01-31,Completed,35.90,-3.59,0.00,-0.72,2.50,1.00,-3.00,-2.87,0.00,-1.78,-0.81,-0.68,0.00,0.00,-0.26,-0.27,0.00,0.00,25.42
2522905299,2026-01-22,2026-01-31,Completed,210.00,0.00,0.00,-4.20,0.00,0.00,0.00,0.00,0.00,-11.55,-4.77,-4.41,-21.00,0.00,-1.66,0.00,0.00,0.00,162.41
2523831588,2026-01-23,2026-01-31,Completed,48.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-2.64,-1.09,-1.01,0.00,0.00,-0.38,-0.27,0.00,0.00,40.24
2523100238,2026-01-23,2026-01-31,Completed,62.50,-6.25,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-3.09,-1.42,-1.18,-6.25,0.00,-0.46,-0.43,0.00,0.00,39.72
2524162027,2026-01-24,2026-01-31,Completed,12.90,-0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,-0.29,-0.26,-1.29,0.00,-0.10,0.00,0.00,0.00,9.65
2524441113,2026-01-24,2026-01-31,Completed,89.00,0.00,-4.45,0.00,5.00,2.00,-6.00,-5.75,0.00,-4.65,-2.02,-1.78,-8.90,0.00,-0.68,-0.55,0.00,0.00,61.22
2525442460,2026-01-25,2026-01-31,Completed,62.50,-6.25,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-3.09,-1.42,-1.18,0.00,0.00,-0.46,-0.27,-0.62,0.00,46.84
2525498037,2026-01-25,2026-01-31,Completed,129.00,0.00,-6.45,0.00,0.00,0.00,0.00,0.00,0.00,-6.74,-2.93,-2.57,-12.90,0.00,-0.98,0.00,0.00,0.00,96.43
2526381345,2026-01-26,2026-01-31,Completed,210.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-11.55,-4.77,-4.41,0.00,0.00,-1.66,-0.27,0.00,0.00,184.97
2526119189,2026-01-26,2026-01-31,Completed,89.00,-4.45,0.00,0.00,5.00,2.00,-6.00,-5.75,0.00,-4.65,-2.02,-1.78,-8.90,0.00,-0.68,-0.55,0.00,0.00,61.22
2527207337,2026-01-27,2026-01-31,Completed,24.00,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.32,-0.54,-0.50,-2.40,0.00,-0.19,-0.43,-0.24,0.00,14.68
2527926665,2026-01-27,2026-01-31,Cancelled,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.00,-2.50
2528463893,2026-01-28,2026-01-31,Completed,19.50,0.00,-0.97,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.02,-0.44,-0.39,-1.95,0.00,-0.15,-0.27,0.00,0.00,11.94
2528823736,2026-01-28,2026-01-31,Completed,89.00,-4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.65,-2.02,-1.78,0.00,0.00,-0.68,0.00,0.00,0.00,75.42
2529753040,2026-01-29,2026-01-31,Completed,48.00,0.00,-2.40,0.00,0.00,0.00,0.00,0.00,0.00,-2.51,-1.09,-0.96,0.00,0.00,-0.36,0.00,0.00,0.00,40.68
2529924152,2026-01-29,2026-01-31,Completed,210.00,0.00,-10.50,-4.20,3.90,1.56,-4.68,-4.48,0.00,-10.97,-4.77,-4.19,-21.00,0.00,-1.59,-0.43,0.00,0.00,148.65
2530623739,2026-01-30,2026-01-31,Completed,210.00,-21.00,0.00,-4.20,0.00,0.00,0.00,0.00,0.00,-10.39,-4.77,-3.97,-21.00,0.00,-1.53,0.00,0.00,0.00,143.14
2530486850,2026-01-30,2026-01-31,Completed,35.90,-3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.78,-0.81,-0.68,0.00,0.00,-0.26,0.00,0.00,0.00,28.78

Order ID,Adjustment Reason,Adjustment Date,Released Amount
2501841522,Lost Compensation,2026-01-28,58.51
2504770051,Overseas Return Service Fee,2026-01-28,-9.80
2508836999,Delivery Failure Fee,2026-01-29,-6.95
2512184472910,Return refund for order settled in previous period,2026-01-09,-48.00
