Order ID,Order Creation Date,Release Time,Order Status,Product Price,Seller Voucher,Shopee Discount,Shopee Coins Redeemed,Shipping Fee Paid by Buyer,Shipping Fee Rebate From Shopee,Shipping Fee Borne by Seller,Actual Shipping Fee,Reverse Shipping Fee,Commission Fee,Transaction Fee,Service Fee,AMS Commission Fee,Product Service Tax (GST),Shipping Fee Service Tax (GST),Withholding Tax,Refund Amount,Final Amount
250110794630,2026-01-10,2026-01-20,Completed,62.50,0.00,-3.12,0.00,0.00,0.00,0.00,0.00,0.00,-3.44,-1.42,-1.31,0.00,-0.43,0.00,0.00,0.00,52.78
250110764924,2026-01-10,2026-01-21,Completed,129.00,0.00,0.00,-2.58,3.90,1.56,-4.68,-4.48,0.00,-7.09,-3.02,-2.71,0.00,-0.88,-0.42,0.00,0.00,108.60
250111203624,2026-01-11,2026-01-20,Cancelled,129.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-129.00,-4.87
250111586783,2026-01-11,2026-01-24,Completed,35.90,0.00,0.00,-0.72,0.00,0.00,0.00,0.00,0.00,-1.97,-0.81,-0.75,-3.59,-0.24,0.00,-0.36,0.00,27.46
250111516550,2026-01-11,2026-01-25,Completed,19.50,-0.97,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.02,-0.50,-0.39,0.00,-0.13,-0.27,0.00,0.00,13.85
250111358625,2026-01-11,2026-01-26,Completed,129.00,0.00,-6.45,0.00,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,-0.88,0.00,0.00,0.00,108.94
250112538593,2026-01-12,2026-01-21,Completed,129.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-7.09,-2.99,-2.71,0.00,-0.88,-0.27,0.00,0.00,112.69
250112898828,2026-01-12,2026-01-21,Completed,12.90,-0.64,-0.64,0.00,2.50,1.00,-3.00,-2.87,0.00,-0.67,-0.35,-0.26,0.00,-0.08,-0.27,0.00,0.00,7.62
250112624673,2026-01-12,2026-01-23,Completed,48.00,-4.80,0.00,-0.96,2.50,1.00,-3.00,-2.87,0.00,-2.38,-1.15,-0.91,-4.32,-0.30,-0.27,0.00,0.00,30.54
250112940045,2026-01-12,2026-01-23,Completed,129.00,-6.45,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-6.74,-2.99,-2.57,0.00,-0.84,-0.27,0.00,0.00,106.77
250112268707,2026-01-12,2026-01-24,Completed,12.90,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.71,-0.38,-0.27,0.00,-0.09,-0.42,0.00,0.00,7.33
250112237062,2026-01-12,2026-01-25,Completed,210.00,0.00,-10.50,0.00,2.50,1.00,-3.00,-2.87,0.00,-11.55,-4.82,-4.41,0.00,-1.44,-0.27,-2.10,0.00,172.54
250112934484,2026-01-12,2026-01-28,Completed,12.90,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.71,-0.38,-0.27,-1.29,-0.09,-0.42,0.00,0.00,6.04
250112117736,2026-01-12,2026-01-26,Completed,19.50,0.00,-0.97,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.07,-0.53,-0.41,-1.95,-0.13,-0.42,0.00,0.00,10.32
250112489202,2026-01-12,2026-01-19,Completed,48.00,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.98,-1.18,-0.76,0.00,-0.25,-0.42,0.00,-12.00,27.71
250112767402,2026-01-12,2026-01-23,Completed,19.50,0.00,0.00,-0.39,0.00,0.00,0.00,0.00,0.00,-1.07,-0.44,-0.41,0.00,-0.13,0.00,0.00,0.00,17.06
250113321219,2026-01-13,2026-01-26,Completed,89.00,-4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.65,-2.02,-1.78,0.00,-0.58,0.00,0.00,0.00,75.52
250113436848,2026-01-13,2026-01-20,Completed,89.00,-8.90,-4.45,0.00,0.00,0.00,0.00,0.00,0.00,-4.41,-2.02,-1.68,0.00,-0.55,0.00,0.00,0.00,66.99
250114396684,2026-01-14,2026-01-25,Completed,210.00,0.00,0.00,-4.20,0.00,0.00,0.00,0.00,0.00,-11.55,-4.77,-4.41,0.00,-1.44,0.00,0.00,0.00,183.63
250114814809,2026-01-14,2026-01-25,Cancelled,62.50,0.00,-3.12,0.00,0.00,0.00,0.00,0.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.50,-5.62
250114446150,2026-01-14,2026-01-30,Completed,48.00,-4.80,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-2.38,-1.18,-0.91,0.00,-0.30,-0.42,0.00,0.00,34.31
250114245326,2026-01-14,2026-01-30,Completed,19.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.07,-0.44,-0.41,-1.95,-0.13,0.00,0.00,0.00,15.50
250114131943,2026-01-14,2026-01-26,Completed,24.00,-2.40,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.19,-0.60,-0.45,0.00,-0.15,-0.27,0.00,0.00,16.57
250114940132,2026-01-14,2026-01-25,Completed,19.50,-0.97,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.02,-0.53,-0.39,-1.85,-0.13,-0.42,0.00,0.00,10.49
250115496234,2026-01-15,2026-01-26,Completed,89.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-4.89,-2.08,-1.87,0.00,-0.61,-0.27,0.00,0.00,76.91
250115841216,2026-01-15,2026-01-31,Completed,62.50,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-3.44,-1.48,-1.31,-6.25,-0.43,-0.27,0.00,0.00,46.95
250115635939,2026-01-15,2026-01-31,Completed,35.90,-3.59,0.00,-0.72,3.90,1.56,-4.68,-4.48,0.00,-1.78,-0.90,-0.68,0.00,-0.22,-0.42,0.00,0.00,23.89
250116634394,2026-01-16,2026-01-27,Completed,89.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-4.89,-2.08,-1.87,-8.90,-0.61,-0.27,-0.89,0.00,67.12
250116257196,2026-01-16,2026-01-23,Completed,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,-0.88,0.00,-1.29,0.00,114.10
250116413838,2026-01-16,2026-01-26,Completed,24.00,-2.40,-1.20,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.19,-0.63,-0.45,0.00,-0.15,-0.42,0.00,0.00,13.86
250116262044,2026-01-16,2026-02-01,Completed,210.00,0.00,-10.50,-4.20,2.50,1.00,-3.00,-2.87,0.00,-11.55,-4.82,-4.41,0.00,-1.44,-0.27,0.00,0.00,170.44
250116731514,2026-01-16,2026-01-27,Completed,24.00,-2.40,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.19,-0.60,-0.45,0.00,-0.15,-0.27,0.00,0.00,16.57
250117680866,2026-01-17,2026-01-29,Completed,62.50,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-3.44,-1.51,-1.31,0.00,-0.43,-0.42,0.00,0.00,51.69
250117342853,2026-01-17,2026-01-24,Completed,129.00,-12.90,-6.45,0.00,3.90,1.56,-4.68,-4.48,0.00,-6.39,-3.02,-2.44,0.00,-0.79,-0.42,0.00,0.00,92.89
250117704425,2026-01-17,2026-01-28,Completed,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,-0.88,0.00,0.00,0.00,115.39
250117180879,2026-01-17,2026-02-01,Completed,62.50,-6.25,-3.12,0.00,3.90,1.56,-4.68,-4.48,0.00,-3.09,-1.51,-1.18,0.00,-0.38,-0.42,0.00,0.00,42.85
250117532317,2026-01-17,2026-01-25,Completed,62.50,-3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.27,-1.42,-1.25,0.00,-0.41,0.00,0.00,0.00,53.03
250117296681,2026-01-17,2026-01-27,Completed,35.90,-1.79,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.88,-0.87,-0.72,0.00,-0.23,-0.27,0.00,0.00,27.77
250118877337,2026-01-18,2026-01-28,Completed,129.00,0.00,-6.45,0.00,3.90,1.56,-4.68,-4.48,0.00,-7.09,-3.02,-2.71,0.00,-0.88,-0.42,0.00,0.00,104.73
250118767031,2026-01-18,2026-01-31,Completed,12.90,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.71,-0.38,-0.27,0.00,-0.09,-0.42,0.00,0.00,7.33
250118382171,2026-01-18,2026-02-03,Completed,89.00,-8.90,-4.45,0.00,0.00,0.00,0.00,0.00,0.00,-1.96,-2.02,-0.75,0.00,-0.24,0.00,0.00,-44.50,26.18
250118258544,2026-01-18,2026-01-31,Completed,48.00,0.00,-2.40,0.00,0.00,0.00,0.00,0.00,0.00,-2.64,-1.09,-1.01,-4.80,-0.33,0.00,-0.48,0.00,35.25
250118698281,2026-01-18,2026-01-31,Completed,24.00,-1.20,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.25,-0.63,-0.48,0.00,-0.16,-0.42,0.00,0.00,16.16
250119393348,2026-01-19,2026-01-27,Completed,48.00,-4.80,0.00,-0.96,0.00,0.00,0.00,0.00,0.00,-2.38,-1.09,-0.91,0.00,-0.30,0.00,0.00,0.00,37.56
250119166975,2026-01-19,2026-02-01,Completed,210.00,-10.50,-10.50,0.00,0.00,0.00,0.00,0.00,0.00,-10.97,-4.77,-4.19,0.00,-1.36,0.00,-1.99,0.00,165.72
250119913496,2026-01-19,2026-02-01,Completed,129.00,-6.45,0.00,-2.58,2.50,1.00,-3.00,-2.87,0.00,-6.74,-2.99,-2.57,0.00,-0.84,-0.27,-1.23,0.00,102.96
250119231228,2026-01-19,2026-01-29,Completed,12.90,-0.64,-0.64,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.67,-0.38,-0.26,0.00,-0.08,-0.42,0.00,0.00,6.11
250120790019,2026-01-20,2026-01-27,Completed,48.00,0.00,0.00,-0.96,3.90,1.56,-4.68,-4.48,0.00,-2.64,-1.18,-1.01,0.00,-0.33,-0.42,0.00,0.00,37.76
250120634711,2026-01-20,2026-01-29,Completed,89.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-4.89,-2.08,-1.87,0.00,-0.61,-0.27,0.00,0.00,76.91
250120492437,2026-01-20,2026-01-27,Completed,48.00,-4.80,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-2.38,-1.18,-0.91,-4.32,-0.30,-0.42,0.00,0.00,29.99
250120817683,2026-01-20,2026-01-29,Completed,12.90,-0.64,-0.64,0.00,2.50,1.00,-3.00,-2.87,0.00,-0.67,-0.35,-0.26,-1.23,-0.08,-0.27,0.00,0.00,6.39
250120323544,2026-01-20,2026-02-04,Completed,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,-0.29,-0.27,0.00,-0.09,0.00,0.00,0.00,11.54
250121548155,2026-01-21,2026-02-04,Completed,19.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.07,-0.44,-0.41,-1.95,-0.13,0.00,0.00,0.00,15.50
250121219696,2026-01-21,2026-01-29,Completed,48.00,0.00,-2.40,0.00,2.50,1.00,-3.00,-2.87,0.00,-2.64,-1.15,-1.01,-4.80,-0.33,-0.27,0.00,0.00,33.03
250121337730,2026-01-21,2026-02-06,Completed,35.90,0.00,0.00,-0.72,3.90,1.56,-4.68,-4.48,0.00,-1.97,-0.90,-0.75,0.00,-0.24,-0.42,0.00,0.00,27.20
250121294163,2026-01-21,2026-02-03,Completed,24.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.32,-0.60,-0.50,0.00,-0.16,-0.27,0.00,0.00,18.78
250121851960,2026-01-21,2026-01-30,Completed,62.50,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-3.44,-1.51,-1.31,-6.25,-0.43,-0.42,0.00,0.00,45.44
250122713953,2026-01-22,2026-02-07,Completed,24.00,-1.20,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.25,-0.60,-0.48,-2.28,-0.16,-0.27,0.00,0.00,15.39
250122284865,2026-01-22,2026-02-04,Completed,89.00,-8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.41,-2.02,-1.68,0.00,-0.55,0.00,0.00,0.00,71.44
250123468692,2026-01-23,2026-02-08,Completed,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,-0.29,-0.27,0.00,-0.09,0.00,0.00,0.00,11.54
250123410506,2026-01-23,2026-02-02,Completed,89.00,-4.45,0.00,-1.78,2.50,1.00,-3.00,-2.87,0.00,-4.65,-2.08,-1.78,-8.45,-0.58,-0.27,0.00,0.00,62.59
250123506121,2026-01-23,2026-02-05,Completed,24.00,0.00,0.00,-0.48,3.90,1.56,-4.68,-4.48,0.00,-1.32,-0.63,-0.50,-2.40,-0.16,-0.42,0.00,0.00,14.39
250123943550,2026-01-23,2026-01-30,Completed,129.00,-6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.74,-2.93,-2.57,0.00,-0.84,0.00,0.00,0.00,109.47
250124653619,2026-01-24,2026-02-04,Completed,12.90,-1.29,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-0.64,-0.35,-0.24,0.00,-0.08,-0.27,0.00,0.00,7.66
250124699779,2026-01-24,2026-02-03,Completed,12.90,-0.64,-0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,-0.29,-0.26,0.00,-0.08,0.00,-0.12,0.00,10.20
250124200510,2026-01-24,2026-02-01,Completed,24.00,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.32,-0.60,-0.50,-2.40,-0.16,-0.27,0.00,0.00,16.38
250124472777,2026-01-24,2026-02-02,Completed,35.90,-3.59,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.78,-0.87,-0.68,0.00,-0.22,-0.27,0.00,0.00,26.12
250124872740,2026-01-24,2026-02-07,Completed,12.90,0.00,-0.64,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.71,-0.38,-0.27,0.00,-0.09,-0.42,0.00,0.00,6.69
250124608969,2026-01-24,2026-02-04,Completed,12.90,-0.64,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.67,-0.38,-0.26,-1.23,-0.08,-0.42,-0.12,0.00,5.40
250125381222,2026-01-25,2026-02-08,Completed,210.00,-21.00,-10.50,0.00,2.50,1.00,-3.00,-2.87,0.00,-10.39,-4.82,-3.97,0.00,-1.29,-0.27,0.00,0.00,155.39
250125958256,2026-01-25,2026-02-05,Completed,62.50,-3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.27,-1.42,-1.25,0.00,-0.41,0.00,0.00,0.00,53.03
250125552583,2026-01-25,2026-02-03,Completed,19.50,-1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.97,-0.44,-0.37,0.00,-0.12,0.00,0.00,0.00,15.65
250125130038,2026-01-25,2026-02-02,Completed,129.00,0.00,0.00,-2.58,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,-12.90,-0.88,0.00,0.00,0.00,99.91
250125939761,2026-01-25,2026-02-04,Completed,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,-0.54,-0.50,0.00,-0.16,0.00,-0.24,0.00,21.24
250126884906,2026-01-26,2026-02-06,Completed,12.90,0.00,0.00,0.00,3.90,1.56,-4.68,-4.48,0.00,-0.71,-0.38,-0.27,0.00,-0.09,-0.42,0.00,0.00,7.33
250127467798,2026-01-27,2026-02-05,Completed,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,-0.88,0.00,0.00,0.00,115.39
250127937743,2026-01-27,2026-02-06,Completed,48.00,-4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.38,-1.09,-0.91,0.00,-0.30,0.00,0.00,0.00,38.52
250128770830,2026-01-28,2026-02-08,Completed,24.00,0.00,-1.20,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,-0.54,-0.50,0.00,-0.16,0.00,0.00,0.00,20.28
250129342034,2026-01-29,2026-02-14,Completed,89.00,-8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.41,-2.02,-1.68,0.00,-0.55,0.00,0.00,0.00,71.44
250129221410,2026-01-29,2026-02-09,Completed,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.09,-2.93,-2.71,0.00,-0.88,0.00,0.00,0.00,115.39
250129162195,2026-01-29,2026-02-12,Completed,35.90,0.00,-1.79,0.00,2.50,1.00,-3.00,-2.87,0.00,-1.97,-0.87,-0.75,0.00,-0.24,-0.27,0.00,0.00,27.64
250129445989,2026-01-29,2026-02-06,Cancelled,62.50,-6.25,-3.12,0.00,0.00,0.00,0.00,0.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.50,-11.87
250129584402,2026-01-29,2026-02-08,Cancelled,35.90,-3.59,0.00,-0.72,3.90,1.56,-4.68,-4.48,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.90,-10.51
250130438559,2026-01-30,2026-02-09,Completed,35.90,0.00,-1.79,0.00,3.90,1.56,-4.68,-4.48,0.00,-1.97,-0.90,-0.75,0.00,-0.24,-0.42,0.00,0.00,26.13
250130658250,2026-01-30,2026-02-13,Completed,62.50,0.00,0.00,0.00,2.50,1.00,-3.00,-2.87,0.00,-3.44,-1.48,-1.31,0.00,-0.43,-0.27,0.00,0.00,53.20
250131163233,2026-01-31,2026-02-14,Completed,62.50,0.00,0.00,-1.25,2.50,1.00,-3.00,-2.87,0.00,-3.44,-1.48,-1.31,0.00,-0.43,-0.27,0.00,0.00,51.95
